OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SourceEUIWN(GJ/m2),SiteEnergyUseWN(GJ),SteamUse(GJ),Electricity(kWh),NaturalGas(GJ),TotalGHGEmissions(MetricTonsCO2e)
1,NonResidential,Hotel,Mayflower park hotel,98101.0,0659000030,7,DOWNTOWN,1927,1.0,12,8215.787439360001,0.0,Hotel,,62.5,2067.4638095803966,7677908.480969999,2124317.9424199997,1118410.625,1344590.09273,249.70499999999998
2,NonResidential,Hotel,Paramount Hotel,98101.0,0659000220,7,DOWNTOWN,1996,1.0,11,9621.596240640001,1399.4913945600001,Hotel,Parking,56.0,2127.0857743951865,9194988.75051,0.0,1047494.09375,5061158.1645100005,279.685
3,NonResidential,Hotel,5673-The Westin Seattle,98101.0,0659000475,7,DOWNTOWN,1969,1.0,41,88825.5255744,18275.700222720003,Hotel,,30.5,2785.7669804769894,78835868.36151999,21748457.153739996,14549682.5,2745107.861,2075.38
5,NonResidential,Hotel,HOTEL MAX,98101.0,0659000640,7,DOWNTOWN,1926,1.0,10,5696.8144128,0.0,Hotel,,28.5,4924.20932619643,18627213.281085,13543258.8308025,811523.15625,2011528.33571,1111.385
8,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),98121.0,0659000970,7,DOWNTOWN,1980,1.0,18,16311.9157632,5759.98848,Hotel,Parking,71.0,2513.777097261112,15685970.557379998,0.0,1675644.8125,9267173.84559,506.355
9,Nonresidential COS,Other,West Precinct,98101.0,0660000560,7,DOWNTOWN,1999,1.0,2,9038.35095552,3455.80728192,Police Station,,,3646.0272236516694,13518995.4841,0.0,2145682.375,5009670.18145,303.21500000000003
10,NonResidential,Hotel,Camlin,98101.0,0660000825,7,DOWNTOWN,1926,1.0,11,7711.69554432,0.0,Hotel,,26.0,1776.7355660768148,6615363.621564999,0.0,804630.9375,3439936.08755,192.3
11,NonResidential,Other,Paramount Theatre,98101.0,0660000955,7,DOWNTOWN,1926,1.0,8,9546.809293440001,0.0,Other - Entertainment/Public Assembly,,,1775.5999441497609,7621736.295274999,2257508.9805849995,1134889.875,369412.37804,210.75
12,NonResidential,Hotel,311wh-Pioneer Square,98104.0,0939000080,7,DOWNTOWN,1904,1.0,15,15234.61211136,0.0,Hotel,,44.5,2123.6788200327674,14656407.66487,0.0,2147312.875,6174369.379,361.885
15,NonResidential,Hotel,Hotel Monaco Seattle,98101.0,0942000145,7,DOWNTOWN,1969,1.0,11,14229.30831552,1791.0777081600002,Hotel,,39.0,2488.2247771439984,17019626.00827,4674289.027474999,1835418.4375,4932877.111819999,633.9449999999999
16,NonResidential,Hotel,5679-W Seattle,98101.0,0942000165,7,DOWNTOWN,1998,1.0,25,30953.06325504,5682.042829440001,Hotel,,34.0,2313.3335441129475,29035744.96808,6027429.326445,5442699.25,3213396.2419999996,732.185
17,NonResidential,Hotel,Executive Pacific Plaza,98104.0,0942000210,7,DOWNTOWN,1928,1.0,9,6039.533727360001,0.0,Hotel,,43.5,1748.9120015377641,6673746.421724999,1922063.7317149998,433468.34375,3588142.4758699997,331.55
18,NonResidential,Hotel,Crowne Plaza Hotel Seattle,98101.0,0942000235,7,DOWNTOWN,1980,1.0,33,29352.901294080002,5351.215104000001,Hotel,Parking,57.0,2066.3281348452856,23916436.644139998,4784079.0986049995,4102360.0,4259129.5116,661.98
19,NonResidential,Hotel,Hotel Vintage Seattle,98101.0,0942000265,7,DOWNTOWN,1922,1.0,11,8564.7312576,2341.1566080000002,Hotel,Parking,24.5,3576.752103936179,11873873.660489999,4892648.465314999,1160845.0625,2250030.45154,498.82
21,Nonresidential COS,Other,The Seattle Public Library - Central Library,98154.0,0942000275,7,DOWNTOWN,2004,1.0,11,38276.052480000006,5295.47328,Library,Parking,,1667.1446704004516,18622618.23102,760035.4185549999,4982026.0,0.0,174.11
22,NonResidential,Other,Downtown Seattle YMCA,98104.0,0942000350,7,DOWNTOWN,1930,1.0,6,9653.647789440001,0.0,Fitness Center/Health Club/Gym,Office,,1919.2605884364277,11097152.7318,4742689.622335,1427589.0625,825289.0332,422.475
23,NonResidential,Hotel,Renaissance Seattle Hotel,98104.0,0942000430,7,DOWNTOWN,1983,1.0,28,38673.770394240004,7896.758400000001,Hotel,Parking,30.5,2654.5985646470017,36016549.45807999,0.0,6324242.5,12486973.24673,779.005
24,NonResidential,Mixed Use Property,The Rainier Club,98104.0,0942000510,7,DOWNTOWN,1907,1.0,5,5337.46545408,0.0,Social/Meeting Hall,Restaurant,,3266.1499128553805,8403365.09932,1863007.4735687498,1104720.0625,2119443.5652199998,269.26
25,NonResidential,Hotel,Arctic Club Seattle,98104.0,0942000610,7,DOWNTOWN,1916,1.0,10,9694.61803008,0.0,Hotel,,61.0,1953.8980963378592,9480348.19106,3500878.4632699997,1128218.0625,1933080.932,380.27
26,NonResidential,Other,King County Courthouse,98104.0,0942000860,7,DOWNTOWN,1916,1.0,10,50201.0866944,0.0,Courthouse,,71.5,2254.8472188278984,54020150.27132,0.0,7496428.25,24879099.237109996,1430.685
27,NonResidential,Other,King County Correctional Facility,98104.0,0942001010,3,DOWNTOWN,1985,1.0,19,35793.12583296,0.0,Other,,,2707.406569064554,53794743.03268,0.0,5558926.25,32086984.290909998,1747.435
28,SPS-District K-12,K-12 School,Graham Hill Elementary,98118.0,1102000138,2,SOUTHEAST,1961,1.0,2,5223.7521331200005,0.0,K-12 School,,95.5,729.6596988955268,1809251.9687449997,0.0,270893.45314999996,604086.73619,36.85
29,NonResidential,Hotel,WATERTOWN HOTEL,98105.0,1142000755,4,NORTHEAST,2001,1.0,6,8230.46611968,2841.5323814400003,Hotel,Parking,84.5,1693.2647844462354,3967911.7185175,0.0,662498.1875,1594961.6335599998,96.045
30,NonResidential,University,Main Campus Center,98121.0,0660001420,7,DOWNTOWN,1928,1.0,7,11760.874542720001,0.0,College/University,,,1999.324381634874,12420292.39967,0.0,1352571.375,6280400.27135,348.32000000000005
31,NonResidential,Other,Seattle Honda,98101.0,0660001725,7,DOWNTOWN,1930,1.0,2,6245.31396096,0.0,Automobile Dealership,,,716.0318263096965,1423779.00579625,0.0,395509.15625,0.0,9.405000000000001
32,NonResidential,Hotel,Homewood Suites,98101.0,0660001832,7,EAST,1991,1.0,8,14741.482775040002,2815.0550150400004,Hotel,Parking,,663.7915895871351,5721960.17853,0.0,161933.25,4949477.42586,253.0
33,NonResidential,Hotel,Marriott Springhill Suites (33),98101.0,0660002680,7,DOWNTOWN,2001,1.0,10,15966.87387264,3556.4212742400005,Hotel,,38.5,2052.7003014964093,11790223.22839,0.0,1666773.375,5652378.444,324.18
34,SPS-District K-12,K-12 School,Meany Building,98112.0,0688000090,3,Central,1955,1.0,1,11738.39200704,0.0,K-12 School,,,581.4564518017925,4289807.49122,0.0,283269.0,2294861.006,122.255
35,NonResidential,Hotel,Hotel Five,98121.0,0697000170,7,DOWNTOWN,1978,1.0,5,6355.4969664,1505.029248,Hotel,,58.5,2273.585596718288,4694848.1904,0.0,677388.3125,2202923.60513,127.005
36,SPS-District K-12,K-12 School,Jane Addams Middle,98125.0,0752000170,5,NORTH,1949,1.0,2,14924.4088608,0.0,K-12 School,,77.5,868.2098604204286,8526386.941675,0.0,535933.59375,5016637.27016,265.275
37,SPS-District K-12,K-12 School,John Hay Elementary,98109.0,0809000005,7,MAGNOLIA / QUEEN ANNE,1989,1.0,2,4792.12460928,0.0,K-12 School,,,543.979766431755,887580.30313,0.0,435135.34375,0.0,10.35
38,NonResidential,Small- and Mid-Sized Office,Good Shepherd Center,98070.0,0825049008,4,LAKE UNION,1906,1.0,3,8106.90507648,0.0,Office,K-12 School,,1295.7847966147824,4839518.5451299995,0.0,396587.34375,2863611.1451399997,153.57999999999998
40,NonResidential,Hotel,Silver Cloud University,98105.0,0925049117,4,NORTHEAST,1994,1.0,4,7606.0647878400005,0.0,Hotel,,24.5,1968.6616044218465,7601050.261384999,0.0,920652.5,4117793.14647,229.185
41,NonResidential,Self-Storage Facility,08781-University Village,98105.0,0925049330,4,NORTHEAST,1955,1.0,2,10252.40788224,0.0,Self-Storage Facility,,,397.4799963488815,340857.756152314,0.0,81182.0,37507.383,3.8200000000000003
43,Campus,Mixed Use Property,Plant 2 Site,98108.0,0022000005,2,GREATER DUWAMISH,1992,1.0,3,45971.6757984,0.0,Office,Laboratory,8.0,4546.03536254861,497580914.91135997,0.0,44102076.0,314311869.54,16870.98
46,NonResidential,Warehouse,Seattle 11-13,98118.0,0323049024,2,GREATER DUWAMISH,1961,3.0,2,66341.5963488,0.0,Non-Refrigerated Warehouse,Refrigerated Warehouse,,1970.9329709269252,47701125.83596,0.0,13566095.5,0.0,322.69
50,SPS-District K-12,K-12 School,Lawton Elementary,98199.0,0369000400,7,MAGNOLIA / QUEEN ANNE,1990,1.0,2,5108.36655744,0.0,K-12 School,,94.0,989.1573450237311,1922938.3105137497,0.0,366281.0,425394.9167,30.125
51,SPS-District K-12,K-12 School,Eckstein Middle,98115.0,0425049022,4,NORTHEAST,1950,1.0,2,16310.5222176,0.0,K-12 School,,88.0,725.1170877413795,8254634.082415,0.0,463306.25,4993041.38079,262.36
52,NonResidential,Small- and Mid-Sized Office,SBC52,98107.0,0467000429,6,BALLARD,1961,1.0,2,8816.498496,0.0,Office,Non-Refrigerated Warehouse,57.0,1884.055148056156,6932743.605585,0.0,1257488.875,1925067.7513000001,126.82
53,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,98144.0,0570000340,2,GREATER DUWAMISH,1900,1.0,2,4882.42636416,0.0,Office,Other - Education,88.0,1117.4866359092553,2818458.006085,0.0,411154.0,1204510.8315899998,70.41499999999999
54,NonResidential,K-12 School,Blanchet High School,98103.0,0625049002,6,NORTHWEST,1954,1.0,3,16259.425545600001,0.0,K-12 School,,95.0,943.7310857332643,8695158.031985,0.0,787487.34375,4590061.2137899995,249.785
55,NonResidential,Self-Storage Facility,Vine Street,98121.0,0653000225,7,DOWNTOWN,1911,1.0,3,6557.65398144,0.0,Self-Storage Facility,Vocational School,,915.3396314160817,2484227.5269224998,0.0,455403.45314999996,631989.9080099999,42.65
56,NonResidential,Hotel,Seattle Hilton Hotel,98101.0,1975700040,7,DOWNTOWN,1969,1.0,24,30863.3189184,19135.239148800003,Hotel,,67.5,1378.6877763670918,16788020.81966,0.0,3592112.375,3856901.60238,279.59000000000003
57,NonResidential,Large Office,5th and Pine,98101.0,1975700200,7,DOWNTOWN,1973,1.0,5,15618.394569600001,0.0,Office,Retail Store,78.5,1972.0686450942076,9891188.55506,0.0,2747655.375,0.0,65.355
58,NonResidential,Other,1525 4th Avenue,98101.0,1975700365,7,DOWNTOWN,1920,1.0,2,5335.23578112,0.0,Other - Mall,"Personal Services (Health/Beauty, Dry Cleaning, etc)",,274.829034734718,653836.3760175,0.0,104768.2969,280869.10519,16.63
59,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,98101.0,1975700380,7,DOWNTOWN,1910,1.0,8,5518.440576,0.0,Office,Retail Store,,4291.080544144367,5070459.837235,0.0,1317104.1875,0.0,31.33
60,NonResidential,Mixed Use Property,Mann Building,98101.0,1975700525,7,DOWNTOWN,1926,1.0,2,4881.961848960001,0.0,Other - Entertainment/Public Assembly,Restaurant,,5863.397774712215,17029716.07458,0.0,1454611.0625,10911366.161339998,583.8599999999999
62,NonResidential,Hotel,Roosevelt Hotel,98101.0,1976700010,7,DOWNTOWN,1930,1.0,20,9163.398447360001,933.0252307200001,Hotel,Parking,58.5,2162.291180137916,6126224.88108,0.0,1423334.125,688072.14984,68.495
63,NonResidential,Hotel,Sheraton Seattle Hotel,98101.0,1976700095,7,DOWNTOWN,1982,1.0,34,92365.31720448,13628.31854976,Hotel,Parking,61.5,2135.603237525919,90254875.5868,14680378.100539997,13274515.5,25011961.88785,2648.825
65,NonResidential,Hotel,Inn at the Market,98101.0,1977200050,7,DOWNTOWN,1985,1.0,7,6610.051296000001,0.0,Hotel,Parking,98.5,2380.337314926045,5480346.16323,0.0,922758.40625,2158539.8685799995,130.605
66,NonResidential,Hotel,Moore Hotel INC,98101.0,1977201035,7,DOWNTOWN,1908,1.0,7,11409.422342400001,0.0,Hotel,Other - Entertainment/Public Assembly,99.0,850.0393549326168,6503664.946895,0.0,380896.04689999996,4161633.5271199998,218.55
67,NonResidential,Hotel,QUALITY INN,98109.0,1991200730,7,LAKE UNION,1959,1.0,5,10514.11574592,3952.6527398400003,Hotel,Parking,86.0,1966.9581879982936,5585931.556495,0.0,889512.15625,2216972.7840899997,132.76
68,NonResidential,Hotel,Rainier Hospitality,98109.0,1991200935,7,LAKE UNION,2000,1.0,7,13977.54107712,3226.9870944000004,Hotel,Restaurant,83.5,1494.5248038744803,7257266.345804999,0.0,1023230.25,3405496.2915,195.765
69,NonResidential,Hotel,Sequim Lodging Corp,98109.0,1991200940,7,LAKE UNION,1997,1.0,6,10804.623552000001,2619.865728,Hotel,Parking,82.0,1688.7221905540766,6389233.93059,0.0,941733.65625,2856724.24099,166.2
70,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,98119.0,1992200235,7,MAGNOLIA / QUEEN ANNE,1998,1.0,6,14455.898830080001,3413.62930176,Hotel,,81.0,1217.4244374425743,7229866.965134999,0.0,1337219.0625,2440885.5302399998,154.675
73,NonResidential,K-12 School,Seattle Hebrew Academy,98136.0,2125049015,3,EAST,1911,1.0,3,5209.259258880001,0.0,K-12 School,,76.5,1086.2560298461008,4144706.408245,0.0,161518.04690000002,2764002.4030099995,142.98000000000002
77,NonResidential,Hotel,Comfort Suites Seattle Center,98109.0,2249000170,7,MAGNOLIA / QUEEN ANNE,1999,1.0,4,11421.685543680002,4170.510368640001,Hotel,Parking,94.0,1562.6641966146317,5641244.923349999,0.0,706959.25,3054303.7446,170.565
82,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,98122.0,2254501944,3,CENTRAL,1962,1.0,2,5108.180751360001,0.0,Office,,68.0,1716.5457556609554,3983968.9404225,0.0,609530.0,1435269.3345499998,86.745
84,NonResidential,Senior Care Community,PSSA - The Mount,98126.0,2324039001,1,SOUTHWEST,1922,1.0,5,20215.98021312,0.0,Senior Care Community,Parking,52.0,2892.518733890118,50736328.77431999,0.0,3503076.25,33963121.52459,1792.975
85,NonResidential,Senior Care Community,Foss Home and Village,98133.0,2426039059,5,NORTHWEST,1970,1.0,2,8676.86522688,0.0,Senior Care Community,,1.0,3638.0776237246914,17854978.73128,0.0,1681892.375,11234854.94276,605.55
86,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,98109.0,2467400430,7,LAKE UNION,2008,1.0,6,7813.42437312,1926.0658252800001,Hotel,Parking,71.0,1821.0261942414045,4132095.0122999996,0.0,848238.8125,1000645.8080299998,70.55000000000001
87,SPS-District K-12,K-12 School,Arbor Heights Elementary,98146.0,2518400005,1,SOUTHWEST,1948,1.0,2,4956.56299008,0.0,K-12 School,,,,,,,,
89,NonResidential,Medical Office,Polyclinic North && South,98122.0,1978201270,3,EAST,1965,0.0,3,16630.94480256,0.0,Medical Office,,48.0,2466.079480664389,19194790.457269996,0.0,2841015.875,8536875.029369999,497.30999999999995
95,NonResidential,Hotel,Sorrento Hotel,98104.0,1979200270,3,EAST,1908,1.0,7,7119.25285824,0.0,Hotel,,47.5,1959.5763643973005,7619208.371515,0.0,797877.5,4772020.02657,259.195
96,NonResidential,Mixed Use Property,Central Seattle,98104.0,1979200290,3,EAST,1983,1.0,6,9269.8653312,867.80729664,Medical Office,Parking,,5719.169249619108,16406588.143039998,5351203.917815,3014349.125,0.0,463.19500000000005
98,NonResidential,Retail Store,Firestone Store#012432,98109.0,1983200230,7,LAKE UNION,1929,1.0,2,5418.1052928,0.0,Retail Store,,95.5,342.4006211107537,1385501.4949375,0.0,108164.75,731057.4043599999,39.375
100,NonResidential,Large Office,City Place III - SEDO,98109.0,1983200325,7,LAKE UNION,2010,1.0,5,29385.788970240003,0.0,Office,Parking,96.0,1613.7687505389167,14421873.6297,0.0,3713622.0,925844.16415,134.94
102,NonResidential,Hotel,Residence Inn Seattle - Lake Union,98109.0,1984200065,3,LAKE UNION,1990,1.0,7,26278.83260352,4158.89748864,Hotel,Parking,38.5,2133.8997342245957,21269127.56984,0.0,3168082.5,8793632.32085,518.015
103,Nonresidential COS,Other,Key Arena,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,1962,1.0,1,36139.28256,0.0,Other,,,1815.9157893857184,27807030.53256,7729976.2195,4210367.0,363299.3604,683.96
104,Nonresidential COS,Other,Bagley Wright Theatre,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,1962,1.0,1,8473.964987520001,0.0,Other,,,2734.0945116765497,7260112.633919999,2843455.2789000003,1080886.5625,0.0,233.74
106,Nonresidential COS,Other,Armory,98109.0,1985200305,7,MAGNOLIA / QUEEN ANNE,1938,1.0,5,36797.5005984,0.0,Other,,,1747.2084982364404,25394188.49712,10927620.4157,2229838.875,0.0,852.505
107,NonResidential,Large Office,City Place IV - SEDO,98109.0,1986200410,7,LAKE UNION,2010,1.0,12,53078.20094016,0.0,Office,Parking,90.0,2048.1576036916226,43171516.92252,0.0,9736448.5,7859741.74161,627.24
110,Nonresidential COS,Other,Exhibition Hall,98109.0,1988200440,7,MAGNOLIA / QUEEN ANNE,1962,1.0,2,4830.95808,0.0,Other,,,1196.982617576346,2770011.8928875,1238313.3714,357974.95314999996,0.0,99.11
111,Nonresidential COS,Other,Mercer Arena,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,1928,1.0,1,5638.84291584,0.0,Other,,,297.5421686954485,950041.075043125,0.0,263910.14845,0.0,6.28
112,Nonresidential COS,Other,McCaw Hall,98109.0,1988200700,7,MAGNOLIA / QUEEN ANNE,1928,1.0,2,24345.05582592,0.0,Other,,,2015.223563886144,21981478.760399997,4767404.6666,4029281.375,0.0,444.62
113,NonResidential,Small- and Mid-Sized Office,KCTS9,98109.0,1988200705,7,MAGNOLIA / QUEEN ANNE,1986,0.0,2,6153.8973696,218.50795008,Office,Data Center,,2731.2554381205714,4495649.5653375,0.0,1245057.625,0.0,29.615000000000002
114,NonResidential,Large Office,Bill and Melinda Gates Foundation,98109.0,1988201155,7,MAGNOLIA / QUEEN ANNE,2010,1.0,6,85526.35281792001,28215.30356928,Office,Parking,93.0,1502.4744208363145,40588576.003759995,0.0,8217921.75,9109985.20396,654.06
115,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,98033.0,1989200850,7,MAGNOLIA / QUEEN ANNE,1970,1.0,4,7080.419387520001,2408.9758272000004,Office,Parking,70.0,2188.4112941836993,3719184.4886975,0.0,843207.4375,541097.54407,47.295
116,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),98109.0,1989201125,7,MAGNOLIA / QUEEN ANNE,2002,1.0,6,9003.233606400001,3431.28087936,Hotel,Parking,54.0,2187.2756024137316,5551865.515449999,0.0,799722.8125,2510796.97102,145.41
117,NonResidential,Hotel,UNIVERSITY INN,98105.0,1142001871,4,NORTHEAST,1962,2.0,4,4646.73135168,0.0,Hotel,Swimming Pool,52.0,2361.031195915042,5932569.409375001,0.0,627925.84375,3552640.2343999995,193.76999999999998
118,SPS-District K-12,K-12 School,Pathfinder K-8,98106.0,1324039116,1,DELRIDGE,1999,1.0,3,6918.30358272,0.0,K-12 School,,,436.66016741755703,1055839.6893399998,0.0,482107.90625,140111.968,18.52
119,NonResidential,K-12 School,St. Joseph K-8 School,98112.0,1336800825,3,EAST,1923,1.0,3,6293.530638720001,0.0,K-12 School,,38.5,953.3841799898742,2860490.27766,0.0,381460.79689999996,1238153.52981,71.4
120,NonResidential,K-12 School,Holy Names Academy,98112.0,1338800660,3,EAST,1908,1.0,6,18032.85167616,0.0,K-12 School,,100.0,690.4795278268514,7778406.111149999,0.0,539736.34375,4445264.25186,236.605
121,NonResidential,Small- and Mid-Sized Office,2100 Building,98144.0,1498303116,3,SOUTHEAST,2003,1.0,3,9237.62797632,3321.46948608,Office,Parking,67.0,2693.7787527505343,5075408.068635,0.0,1368228.625,0.0,32.545
122,SPS-District K-12,K-12 School,John Muir Elementary,98144.0,1524049002,2,SOUTHEAST,1991,1.0,2,5475.05485632,0.0,K-12 School,,,726.2527361860278,1304841.76229,0.0,659035.4375,0.0,15.675
125,SPS-District K-12,K-12 School,Mercer International Middle,98108.0,1624049214,2,GREATER DUWAMISH,1957,1.0,1,12157.47762048,0.0,K-12 School,,63.0,1086.2560471648721,7812580.295845,0.0,646882.75,4163745.22971,224.985
127,SPS-District K-12,K-12 School,Orca K-8 School,98118.0,1704900242,2,SOUTHEAST,1989,1.0,3,5570.001763200001,0.0,K-12 School,,93.5,953.384162671103,1825744.5347825,0.0,419174.20314999996,155243.11099,17.79
130,SPS-District K-12,K-12 School,McClure Middle,98119.0,1794501220,7,MAGNOLIA / QUEEN ANNE,1964,1.0,2,8660.23558272,0.0,K-12 School,,85.0,821.6479526285307,3658244.35498,0.0,426869.40625,1607401.84602,91.065
131,NonResidential,Other,Lakeview,98115.0,1797500625,4,NORTHEAST,1941,1.0,4,5250.97272384,0.0,Other,,,4631.209786030682,6714564.84677,0.0,1875863.0625,0.0,44.620000000000005
132,NonResidential,Other,Roosevelt Square,98115.0,1797500715,4,NORTHEAST,1929,1.0,2,19224.797679360003,0.0,Other,Parking,,849.4715437419583,4753030.265394999,0.0,603658.90625,2424621.25281,136.41000000000003
136,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,98133.0,1926049012,5,NORTHWEST,2001,1.0,4,4774.2872256,0.0,Hotel,Parking,87.5,1524.0518370773118,3946406.03489,0.0,415751.0,2447291.85456,133.08
137,SPS-District K-12,K-12 School,Broadview-Thomson K-8,98133.0,1926049025,5,NORTHWEST,1963,1.0,2,12171.505979520001,0.0,K-12 School,,88.0,713.7605164171257,4564661.963115,0.0,519637.84375,2261941.55141,126.22
138,SPS-District K-12,K-12 School,Ingraham High,98133.0,1926049321,5,NORTHWEST,1959,1.0,1,22815.77888448,0.0,K-12 School,,93.5,992.5643250520014,13175496.434719998,0.0,1139435.5625,7614615.959100001,410.40999999999997
139,NonResidential,Hotel,7066-Seattle-Northgate,98133.0,1926049434,5,NORTHWEST,2002,1.0,3,6423.13037952,0.0,Hotel,,76.5,1196.414771407448,3508035.7265449995,0.0,539830.34375,1507271.90425,88.71000000000001
140,SPS-District K-12,K-12 School,B.F. Day Elementary,98103.0,1931301145,6,LAKE UNION,1991,1.0,3,6186.22762752,0.0,K-12 School,,,603.6017658840873,1189677.21552,0.0,606295.40625,0.0,14.42
144,NonResidential,Hotel,Alexis Hotel,98104.0,1974600035,7,DOWNTOWN,1904,1.0,5,17742.6225792,0.0,Hotel,Parking,97.5,987.4538766438643,7090909.496539999,0.0,1337998.125,2274297.3590700002,146.31
145,Nonresidential COS,Other,Benaroya Hall,98111.0,1974700025,7,DOWNTOWN,1998,1.0,6,26393.753664000003,0.0,Other - Entertainment/Public Assembly,,,2170.808608631106,15348264.31493,3921877.4724799995,2991265.125,508534.69975999993,383.675
147,NonResidential,Hospital,Swedish Ballard,98107.0,2767703875,6,BALLARD,1954,4.0,5,26508.30311232,0.0,Hospital (General Medical & Surgical),Parking,21.0,3985.588723849542,60445997.42156,0.0,9898571.0,33712007.22152,1932.46
148,SPS-District K-12,K-12 School,West Woodland Elementary,98107.0,2768000375,6,Ballard,1991,1.0,2,5157.326459520001,0.0,K-12 School,,92.0,1052.7541617583233,1809985.8289162498,0.0,458167.59375,0.0,10.895
163,Nonresidential COS,Other,Fire Station 10/FAC/EOC,98104.0,5247801465,2,DOWNTOWN,2006,1.0,4,5681.5783142400005,0.0,Other,Office,,3975.9356552587833,10859505.7421,0.0,2076445.125,2968991.5929999994,198.845
167,NonResidential,Other,Wing Luke Museum,98104.0,5247802715,2,DOWNTOWN,1910,1.0,4,6765.199372800001,1283.9200128,Museum,,,1009.031344841175,2269025.3561325,0.0,405980.15625,694585.5627499999,44.625
168,NonResidential,Hotel,Hampton Inn Seattle Center,98109.0,5458300285,7,MAGNOLIA / QUEEN ANNE,1996,1.0,4,15070.916954880002,1319.223168,Hotel,Parking,75.5,1726.1988236838858,8318937.615529999,0.0,1262192.3125,3738520.7051999997,218.215
169,SPS-District K-12,K-12 School,Franklin High,98144.0,5700000455,2,SOUTHEAST,1990,1.0,4,26903.60554752,0.0,K-12 School,,91.0,951.1128657250235,10535790.122779999,0.0,1842948.875,2633105.85658,176.385
170,NonResidential,University,SCCC FINE ARTS BUILDING,98122.0,6003000470,3,EAST,1915,1.0,3,5883.5495232,0.0,College/University,,,1291.2421595676524,3402647.365735,0.0,553188.84375,1076359.5512799998,67.34
172,Campus,University,SSCC MAIN CAMPUS,98106.0,6171900005,1,DELRIDGE,1970,27.0,2,40976.836755840006,0.0,College/University,,,2296.8665849678655,43764395.2288,0.0,7356326.25,13469399.22362,853.01
173,NonResidential,Small- and Mid-Sized Office,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,98115.0,6418100005,4,NORTHEAST,2002,1.0,2,8946.562752,0.0,Office,Data Center,,5303.518843064047,17124443.58162,0.0,4075124.5,2505856.65257,223.075
174,Nonresidential COS,Other,CSC Vehicle Maintenance (E),98134.0,6834700175,2,GREATER DUWAMISH,1950,1.0,1,6257.577162240001,0.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,,2621.6645248415225,8324883.142395,0.0,1051085.6875,3629458.09794,207.705
175,SPS-District K-12,K-12 School,Garfield High,98122.0,6840701230,3,CENTRAL,2008,1.0,3,23645.960449920003,0.0,K-12 School,,61.0,1453.6411471071667,16288942.095149998,0.0,2279397.125,6131063.38624,362.85
176,SPS-District K-12,K-12 School,Emerson Elementary,98118.0,7129302300,2,SOUTHEAST,2001,1.0,3,7321.1311641600005,0.0,K-12 School,,92.0,909.0935518252846,2870486.3117474997,0.0,484212.34375,866481.74078,55.135000000000005
177,SPS-District K-12,K-12 School,Madrona K-8,98122.0,7152200350,3,CENTRAL,2002,1.0,3,6223.94626176,0.0,K-12 School,,81.0,1128.8431809430465,2656189.250555,0.0,524958.25,556839.03927,40.515
178,SPS-District K-12,K-12 School,Van Asselt Elementary,98118.0,7243500230,2,GREATER DUWAMISH,2000,1.0,3,9137.664305280001,0.0,K-12 School,,89.0,930.1032087751541,4003138.3255625,0.0,571111.0625,1490200.50592,88.595
179,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,98118.0,7378600265,2,GREATER DUWAMISH,1958,1.0,1,5087.8349856,0.0,Office,Other,,2815.861859848719,4856324.859634999,0.0,1061862.9065,698380.6135699999,60.41
182,NonResidential,University,Otto Miller Hall,98119.0,7443000070,7,MAGNOLIA / QUEEN ANNE,1980,1.0,2,4887.72183744,0.0,College/University,,,2242.9228711776595,4916719.39545,0.0,770994.6875,1717336.9879,104.78999999999999
185,SPS-District K-12,K-12 School,Nathan Hale High,98125.0,2826049152,5,NORTH,2011,1.0,2,21995.53794432,0.0,K-12 School,Parking,96.0,985.1825710667906,10032431.01985,0.0,1415344.75,3560116.9170899997,212.875
187,NonResidential,Other,Youth Services Center,98122.0,2908700085,3,CENTRAL,1971,3.0,6,23316.897882240002,0.0,Other,Courthouse,,1784.6852012091636,14892839.75298,4394993.016744999,2579694.75,547856.2584299999,410.475
189,SPS-District K-12,K-12 School,Greenwood Elementary,98117.0,2919200635,6,NORTHWEST,2002,1.0,3,5808.85547904,0.0,K-12 School,,96.5,855.1498380350793,2335114.7101799995,0.0,318120.84375,874225.88118,51.575
